,mfcc avg,mfcc mdn,mfcc std,mfcc sum,spc avg,spc mdn,spc std,spc sum,zcr avg,zcr mdn,zcr std,zcr sum,chroma avg,chroma mdn,chroma std,chroma sum,sro avg,sro mdn,sro std,sro sum,spbw avg,spbw mdn,spbw std,spbw sum,rms avg,rms mdn,rms std,rms sum,spfl avg,spfl mdn,spfl std,spfl sum,spct avg,spct mdn,spct std,spct sum,poly avg,poly mdn,poly std,poly sum,tc avg,tc mdn,tc std,tc sum,ac avg,ac mdn,ac std,ac sum
0,-30.621036529541016,0.0,133.39422607421875,-132282.875,215.7882249896664,0.0,717.1766039033736,46610.25659776794,0.012220594618055556,0.0,0.03963680995817249,2.6396484375,0.03652148321270943,0.0,0.14678549766540527,94.66368865966797,326.3875325520833,0.0,1153.5967289180896,70499.70703125,175.23702226644315,0.0,564.569569867637,37851.19680955172,0.00820158515125513,0.0,0.04063713178038597,1.7715424299240112,0.9161765575408936,1.0000007152557373,0.2739153802394867,197.89413452148438,14.704883830777337,14.352419920671608,2.5324354458269567,22233.784352135335,0.11242475481979344,0.0,0.8827100343883243,48.567494082150766,0.008106520499226878,0.0,0.057336730911046484,10.506050566998033,0.0008619881954457891,-2.629388429177956e-18,1.9802446346797418,95.03419854789824
1,-25.271778106689453,-14.726506233215332,43.930938720703125,-109174.078125,3851.174848230887,3770.65103397298,471.51551013903656,831853.7672178716,0.30372676142939814,0.303466796875,0.04117791328475342,65.60498046875,0.3292476534843445,0.24351957440376282,0.29784443974494934,853.409912109375,6358.4259033203125,6433.04443359375,411.11393836501406,1373419.9951171875,2244.983229677568,2240.732558422124,104.909327116605,484916.3776103547,0.05015479028224945,0.03616902232170105,0.03642440214753151,10.83343505859375,0.05052940174937248,0.047989100217819214,0.028850432485342026,10.914350509643555,20.268021609541396,17.225638089829168,9.777608884853835,30645.248673626593,0.5657494775072139,0.3101961854971633,0.6206960691466102,244.40377428311643,-0.0026490992634079836,-0.005607662374723806,0.07922141246265452,-3.433232645376747,0.001883238468856832,-0.0027061047027917683,4.99204115724345,207.62704119146574
2,6.678396224975586,4.165037155151367,16.3591365814209,28850.671875,3417.2877809490396,3386.712549938027,319.508972750985,738134.1606849926,0.3853624131944444,0.3994140625,0.06046207494939866,83.23828125,0.208700492978096,0.09530676901340485,0.2691475450992584,540.95166015625,6442.4652099609375,6330.76171875,637.2650861273097,1391572.4853515625,2742.446147537043,2753.312016260662,85.59073697722249,592368.3678680013,0.2709382176399231,0.27904945611953735,0.04424423724412918,58.52265548706055,0.04034458100795746,0.03707049414515495,0.0154716856777668,8.71442985534668,18.44249645972946,15.681398612391282,8.386474605215398,27885.05464711094,3.320487315824992,1.6530513552495132,3.380230728670314,1434.4505204363966,0.004020166425860695,0.002992403146627575,0.04182841780595551,5.210135687915461,0.05021071602089051,0.04283365577384901,165.7204047344785,5535.731441303178
3,6.997509479522705,4.692040920257568,15.81843090057373,30229.240234375,3495.7926694031803,3475.238824553836,183.03621944806397,755091.2165910869,0.38697871455439814,0.39892578125,0.0444416884697181,83.58740234375,0.23500338196754456,0.10600118339061737,0.2774598002433777,609.1287841796875,6746.870930989583,6734.50927734375,497.7115641118222,1457324.12109375,2823.7447742744007,2833.494009540709,72.01108553740838,609928.8712432706,0.2748357653617859,0.30076396465301514,0.06447313725948334,59.364524841308594,0.04240119084715843,0.0365929901599884,0.01653631031513214,9.15865707397461,18.91380316990907,15.64974824259893,8.881260839251102,28597.670392902513,3.3608652664546095,1.5577403878825642,3.483821251608538,1451.8937951083913,-0.004242214240866765,-0.0033693737513921223,0.03138078249068218,-5.497909656163328,0.04775567616141093,-0.29010045173262167,713.3496215097298,5265.063296795555
4,-14.365158081054688,-2.49653697013855,98.97904205322266,-62057.484375,1448.7377149138285,1486.1803992750254,390.7427280559821,312927.346421387,0.04575376157407408,0.0439453125,0.012929000718317233,9.8828125,0.4639843702316284,0.4066935181617737,0.28005316853523254,1202.6474609375,3397.0621744791665,4021.32568359375,1459.841288443466,733765.4296875,2193.9039864578654,2285.060733767039,341.8712913143828,473883.2610748989,0.008947442285716534,0.0067987991496920586,0.006276202853769064,1.932647466659546,0.005269327666610479,0.004051848780363798,0.004571259021759033,1.1381747722625732,18.335289393520004,16.414149781146342,6.574445802438991,27722.957563002245,0.10064920112622658,0.03896996168908637,0.13608402881751575,43.480454886529884,0.003510410636073074,-0.0005743019282819935,0.04737345245793892,4.5494921843507035,6.0473358999672534e-05,-3.4303402633024794e-05,0.29819369704644727,6.667187829713897
5,-13.26669692993164,-3.1022629737854004,95.44081115722656,-57312.12890625,1334.1957764600509,1152.6130552113839,583.3897269625201,288186.287715371,0.04899540653935185,0.0380859375,0.026064854961203986,10.5830078125,0.4785538613796234,0.42761707305908203,0.27613556385040283,1240.41162109375,2597.3429361979165,2018.73779296875,1752.9392896960073,561026.07421875,1968.7404997173192,1932.2116722635,453.83063000599986,425247.94793894095,0.013402968645095825,0.010886035859584808,0.010187030769884586,2.8950412273406982,0.00636841868981719,0.0020882354583591223,0.009764065034687519,1.3755784034729004,18.528615151659878,16.703852978166296,6.679720032100449,28015.266109309738,0.15366924085957917,0.026802357697103214,0.2114168415467514,66.3851120513382,0.0020102885303034754,0.0026670210063452562,0.03907621020684384,2.605333935273304,0.00014816051426887756,-5.337526066068109e-05,0.7305042790672943,16.334696698143752
6,-15.218409538269043,0.0,107.65086364746094,-65743.53125,528.5197128251596,465.75781335865406,631.3031468578504,114160.25797023447,0.013016312210648149,0.014404296875,0.015371119664145292,2.8115234375,0.2806702256202698,0.16265305876731873,0.3234136402606964,727.4971923828125,1001.8422444661459,635.2294921875,1492.8782419167485,216397.9248046875,832.214730494456,843.1007998744467,867.3183736614574,179758.3817868025,0.059972163289785385,0.00540878064930439,0.08373133093118668,12.953987121582031,0.4037730395793915,0.00241731945425272,0.4896704852581024,87.21497344970703,13.762446651203797,11.977628661591336,6.741308892871448,20808.81933662014,0.6297058969629988,0.0,1.685224594604674,272.0329474880155,-0.011754955988312403,-0.007616400946272327,0.06188735494442829,-15.234422960852875,0.1924550477261688,1.035733805794499e-16,31.12828254470843,21218.16901181011
7,-18.29014778137207,4.696800708770752,113.20671081542969,-79013.4375,4238.9857106105765,4097.609895390828,843.1801613225855,915620.9134918846,0.21891728153935186,0.2021484375,0.12694317226314505,47.2861328125,0.6738810539245605,0.6858446002006531,0.22144733369350433,1746.69970703125,7820.8892822265625,7843.46923828125,781.5886035460021,1689312.0849609375,3020.2059229318975,3046.339652284886,308.7211618314753,652364.4793532898,0.012703316286206245,0.0008093005744740367,0.03654927760362625,2.7439162731170654,0.12164419144392014,0.11613032221794128,0.07026500999927521,26.275144577026367,16.275747449912558,14.454687103661149,6.718097009077517,24608.93014426779,0.12058773010521764,9.726417215608302e-05,0.6645246274833488,52.093899405454025,0.0042781800802778975,0.004585901280879919,0.039032675669820494,5.544521384040155,0.0007869342175589284,-0.0001256462349771401,0.7453593782942602,86.75949748587186
8,5.134682655334473,5.251174449920654,38.686038970947266,22181.828125,2099.3063809072614,1959.4681444189955,550.1221799808021,453450.1782759685,0.07153094256365741,0.057861328125,0.0414262564044046,15.45068359375,0.6017937660217285,0.5881971120834351,0.24588191509246826,1559.8494873046875,5176.94091796875,5334.85107421875,966.894483089494,1118219.23828125,2560.761418655268,2583.765110016572,161.50604932268047,553124.4664295379,0.12593717873096466,0.10472674667835236,0.053082484751939774,27.202430725097656,0.016813406720757484,0.010029248893260956,0.018733453005552292,3.6316957473754883,16.689611512798095,14.555155150862124,7.2625400442244334,25234.69260735072,1.613438074746266,0.6677164555913089,2.104175387638729,697.0052482903869,-0.0020492821361063587,0.0021786493758458774,0.04012346412367957,-2.655869648393841,0.012806082869341161,-0.43362037382145624,40.96299105677984,1411.870636344863
9,-23.80868148803711,0.0,130.95022583007812,-102853.5078125,244.10399291873094,0.0,595.2087661414531,52726.462470445884,0.006297923900462963,0.0,0.016185108368553337,1.3603515625,0.16639605164527893,0.0,0.300007164478302,431.298583984375,398.7131754557292,0.0,1161.2224186549706,86122.0458984375,414.2833580264233,0.0,735.5245337290925,89485.20533370743,0.020228011533617973,0.0,0.042158447206020355,4.369250297546387,0.718368649482727,1.0000007152557373,0.44896483421325684,155.16763305664062,13.611011203318455,11.986931743781128,4.097364447197757,20579.848939417505,0.22692260011146725,0.0,0.9742851378157574,98.03056324815385,-0.0018370737508525716,0.0,0.053941376147657746,-2.3808475811049328,0.0026308803254007336,2.773395235757517e-17,4.3983748242128184,290.0545558754309
