,Unnamed: 0,mfcc avg,mfcc mdn,mfcc std,mfcc sum,spc avg,spc mdn,spc std,spc sum,zcr avg,zcr mdn,zcr std,zcr sum,chroma avg,chroma mdn,chroma std,chroma sum,sro avg,sro mdn,sro std,sro sum,spbw avg,spbw mdn,spbw std,spbw sum,rms avg,rms mdn,rms std,rms sum,spfl avg,spfl mdn,spfl std,spfl sum,spct avg,spct mdn,spct std,spct sum,poly avg,poly mdn,poly std,poly sum,tc avg,tc mdn,tc std,tc sum,ac avg,ac mdn,ac std,ac sum,file name,filename,category,class
0,0,-30.621036529541016,0.0,133.39422607421878,-132282.875,215.78822498966642,0.0,717.1766039033736,46610.25659776794,0.012220594618055556,0.0,0.03963680995817249,2.6396484375,0.036521483212709434,0.0,0.14678549766540527,94.66368865966795,326.3875325520833,0.0,1153.5967289180894,70499.70703125,175.23702226644315,0.0,564.569569867637,37851.19680955172,0.008201585151255129,0.0,0.04063713178038597,1.7715424299240112,0.9161765575408936,1.0000007152557373,0.2739153802394867,197.8941345214844,14.704883830777336,14.352419920671608,2.5324354458269567,22233.78435213533,0.11242475481979344,0.0,0.8827100343883243,48.56749408215077,0.008106520499226878,0.0,0.05733673091104648,10.506050566998033,0.0008619881954457892,-2.6293884291779556e-18,1.9802446346797415,95.03419854789824,1-100032-A-0.wav,1-100032-A-0.wav,dog,animals
1,1,-25.27177810668945,-14.726506233215332,43.93093872070313,-109174.078125,3851.1748482308867,3770.65103397298,471.51551013903656,831853.7672178716,0.3037267614293981,0.303466796875,0.04117791328475342,65.60498046875,0.3292476534843445,0.2435195744037628,0.2978444397449493,853.409912109375,6358.4259033203125,6433.04443359375,411.11393836501406,1373419.9951171877,2244.983229677568,2240.732558422124,104.909327116605,484916.3776103547,0.05015479028224945,0.03616902232170105,0.03642440214753151,10.83343505859375,0.05052940174937248,0.04798910021781922,0.028850432485342026,10.914350509643556,20.2680216095414,17.225638089829168,9.777608884853837,30645.248673626596,0.5657494775072139,0.3101961854971633,0.6206960691466102,244.40377428311646,-0.002649099263407984,-0.005607662374723806,0.07922141246265453,-3.4332326453767474,0.001883238468856832,-0.0027061047027917683,4.992041157243451,207.6270411914657,1-100038-A-14.wav,1-100038-A-14.wav,chirping_birds,natural soundscapes & water
2,2,6.678396224975586,4.165037155151366,16.359136581420902,28850.671875,3417.28778094904,3386.7125499380268,319.508972750985,738134.1606849927,0.3853624131944444,0.3994140625,0.06046207494939866,83.23828125,0.208700492978096,0.09530676901340483,0.2691475450992584,540.95166015625,6442.4652099609375,6330.76171875,637.2650861273097,1391572.4853515623,2742.446147537043,2753.3120162606624,85.59073697722248,592368.3678680013,0.2709382176399231,0.2790494561195373,0.04424423724412918,58.52265548706055,0.040344581007957465,0.03707049414515495,0.0154716856777668,8.71442985534668,18.442496459729462,15.681398612391284,8.386474605215398,27885.05464711094,3.3204873158249915,1.6530513552495132,3.380230728670314,1434.4505204363966,0.004020166425860695,0.002992403146627575,0.04182841780595551,5.210135687915461,0.050210716020890514,0.04283365577384901,165.7204047344785,5535.731441303177,1-100210-A-36.wav,1-100210-A-36.wav,vacuum_cleaner,interior/domestic
3,3,6.997509479522705,4.692040920257568,15.81843090057373,30229.240234375,3495.7926694031808,3475.238824553836,183.036219448064,755091.2165910868,0.3869787145543981,0.39892578125,0.0444416884697181,83.58740234375,0.23500338196754456,0.10600118339061736,0.2774598002433777,609.1287841796875,6746.870930989582,6734.50927734375,497.7115641118222,1457324.12109375,2823.744774274401,2833.494009540709,72.01108553740838,609928.8712432706,0.2748357653617859,0.30076396465301514,0.06447313725948334,59.364524841308594,0.04240119084715843,0.0365929901599884,0.01653631031513214,9.15865707397461,18.91380316990907,15.64974824259893,8.881260839251102,28597.670392902513,3.360865266454609,1.5577403878825642,3.483821251608538,1451.893795108391,-0.004242214240866765,-0.0033693737513921227,0.03138078249068218,-5.497909656163328,0.04775567616141093,-0.2901004517326217,713.3496215097298,5265.063296795554,1-100210-B-36.wav,1-100210-B-36.wav,vacuum_cleaner,interior/domestic
4,4,-14.365158081054688,-2.49653697013855,98.97904205322266,-62057.484375,1448.7377149138285,1486.1803992750256,390.7427280559821,312927.346421387,0.045753761574074084,0.0439453125,0.012929000718317232,9.8828125,0.4639843702316284,0.4066935181617737,0.2800531685352325,1202.6474609375,3397.062174479166,4021.32568359375,1459.8412884434658,733765.4296875,2193.9039864578654,2285.060733767039,341.8712913143828,473883.2610748989,0.008947442285716534,0.006798799149692058,0.006276202853769064,1.932647466659546,0.0052693276666104785,0.004051848780363797,0.004571259021759033,1.1381747722625732,18.335289393520004,16.414149781146342,6.574445802438991,27722.957563002245,0.10064920112622658,0.03896996168908637,0.13608402881751575,43.48045488652989,0.003510410636073074,-0.0005743019282819934,0.04737345245793892,4.549492184350704,6.0473358999672534e-05,-3.4303402633024794e-05,0.2981936970464473,6.667187829713898,1-101296-A-19.wav,1-101296-A-19.wav,thunderstorm,natural soundscapes & water
5,5,-13.26669692993164,-3.1022629737854004,95.44081115722656,-57312.12890625,1334.1957764600509,1152.6130552113839,583.3897269625202,288186.287715371,0.04899540653935185,0.0380859375,0.026064854961203983,10.5830078125,0.4785538613796234,0.427617073059082,0.27613556385040283,1240.41162109375,2597.3429361979165,2018.73779296875,1752.9392896960073,561026.07421875,1968.7404997173194,1932.2116722635,453.8306300059999,425247.94793894095,0.013402968645095823,0.010886035859584808,0.010187030769884586,2.8950412273406982,0.00636841868981719,0.0020882354583591227,0.00976406503468752,1.3755784034729004,18.52861515165988,16.703852978166292,6.67972003210045,28015.266109309738,0.15366924085957914,0.02680235769710321,0.2114168415467514,66.38511205133821,0.0020102885303034754,0.002667021006345256,0.03907621020684384,2.6053339352733045,0.00014816051426887756,-5.337526066068109e-05,0.7305042790672943,16.334696698143752,1-101296-B-19.wav,1-101296-B-19.wav,thunderstorm,natural soundscapes & water
6,6,-15.218409538269045,0.0,107.65086364746094,-65743.53125,528.5197128251596,465.7578133586541,631.3031468578504,114160.25797023447,0.013016312210648149,0.014404296875,0.01537111966414529,2.8115234375,0.2806702256202698,0.16265305876731873,0.3234136402606964,727.4971923828125,1001.842244466146,635.2294921875,1492.8782419167483,216397.9248046875,832.214730494456,843.1007998744467,867.3183736614574,179758.3817868025,0.059972163289785385,0.00540878064930439,0.08373133093118668,12.953987121582033,0.4037730395793915,0.00241731945425272,0.4896704852581024,87.21497344970703,13.762446651203794,11.977628661591337,6.741308892871448,20808.81933662014,0.6297058969629988,0.0,1.685224594604674,272.0329474880155,-0.011754955988312405,-0.007616400946272327,0.061887354944428284,-15.234422960852875,0.1924550477261688,1.0357338057944991e-16,31.12828254470843,21218.16901181011,1-101336-A-30.wav,1-101336-A-30.wav,door_wood_knock,interior/domestic
7,7,-18.29014778137207,4.696800708770752,113.20671081542969,-79013.4375,4238.9857106105765,4097.609895390829,843.1801613225855,915620.9134918845,0.21891728153935186,0.2021484375,0.12694317226314505,47.2861328125,0.6738810539245605,0.6858446002006531,0.22144733369350436,1746.69970703125,7820.8892822265625,7843.46923828125,781.5886035460022,1689312.0849609375,3020.205922931897,3046.3396522848857,308.7211618314753,652364.4793532898,0.012703316286206244,0.0008093005744740367,0.03654927760362625,2.743916273117065,0.12164419144392015,0.11613032221794127,0.07026500999927521,26.27514457702637,16.275747449912558,14.454687103661149,6.718097009077518,24608.930144267793,0.12058773010521764,9.726417215608302e-05,0.6645246274833488,52.093899405454025,0.0042781800802778975,0.004585901280879919,0.039032675669820494,5.544521384040156,0.0007869342175589284,-0.00012564623497714008,0.7453593782942602,86.75949748587186,1-101404-A-34.wav,1-101404-A-34.wav,can_opening,interior/domestic
8,8,5.134682655334473,5.251174449920653,38.68603897094727,22181.828125,2099.3063809072614,1959.4681444189953,550.1221799808021,453450.17827596853,0.07153094256365741,0.057861328125,0.0414262564044046,15.45068359375,0.6017937660217285,0.5881971120834351,0.24588191509246826,1559.8494873046875,5176.94091796875,5334.85107421875,966.894483089494,1118219.23828125,2560.761418655268,2583.765110016572,161.50604932268047,553124.4664295379,0.12593717873096466,0.10472674667835236,0.053082484751939774,27.202430725097656,0.016813406720757484,0.010029248893260956,0.01873345300555229,3.631695747375488,16.689611512798095,14.555155150862124,7.2625400442244334,25234.692607350717,1.613438074746266,0.6677164555913089,2.104175387638729,697.0052482903868,-0.0020492821361063587,0.0021786493758458774,0.04012346412367957,-2.655869648393841,0.01280608286934116,-0.43362037382145613,40.96299105677984,1411.870636344863,1-103298-A-9.wav,1-103298-A-9.wav,crow,animals
9,9,-23.80868148803711,0.0,130.95022583007812,-102853.5078125,244.10399291873088,0.0,595.2087661414531,52726.46247044589,0.006297923900462963,0.0,0.016185108368553337,1.3603515625,0.16639605164527893,0.0,0.300007164478302,431.298583984375,398.71317545572924,0.0,1161.2224186549706,86122.0458984375,414.28335802642334,0.0,735.5245337290926,89485.20533370742,0.020228011533617973,0.0,0.04215844720602036,4.369250297546387,0.718368649482727,1.0000007152557373,0.4489648342132568,155.16763305664062,13.611011203318455,11.986931743781128,4.097364447197757,20579.848939417505,0.22692260011146725,0.0,0.9742851378157574,98.03056324815384,-0.0018370737508525718,0.0,0.05394137614765775,-2.3808475811049328,0.0026308803254007336,2.773395235757517e-17,4.398374824212818,290.0545558754309,1-103995-A-30.wav,1-103995-A-30.wav,door_wood_knock,interior/domestic
